Image ID,Post ID,Ticket ID,Summary ,Image URL,Image Identifier,post Longitude,Post Latitude,main category,Cat option 1,Cat option 2,Cat option 3,Cat option 4,url working
219,2696,NGLAG399750,The very famous Ogbomosho road is one which connects Oyo and Ilorin together. The road is very much a busy one and things like this (refuse dump heap) isn't something that should be on the road. The government should get it treated.,http://rrci.rarare.com/photos/2696.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY5Ni4xLm1vYmlsZS5qcGVn,3.489395,6.42494,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
220,2695,NGLAG899952,"Sao Road, which gives connection from Ilorin to Kwara is in a bit of mess and needs to be fixed as immediately as possible given how busy a road it is. ",http://rrci.rarare.com/photos/2695.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY5NS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
221,2694,NGLAG688099,"This road has been like this for as long as I can remember and even though complaints have been filed to the people in charge, nothing has been done. It's sickening and frustrating. It shouldn't be this bad because vehicles ply it day in day out.",http://rrci.rarare.com/photos/2694.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY5NC4xLm1vYmlsZS5qcGVn,3.489461,6.423014,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
222,2693,NGLAG522963,"When people drop trash and refuse on one spot  repeatedly, it becomes a fashion and a norm for more people to follow. That has now become the trend in Elemere and efforts to put this to an end have become futile so far. I however believe of more efforts are out in and a penalty is placed, people would surely adhere to the idea of turning a new leaf",http://rrci.rarare.com/photos/2693.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY5My4xLm1vYmlsZS5qcGVn,3.489461,6.423014,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
223,2692,NGLAG864953,"The very ugly state of Ogbikan community of Kwara state is becoming even uglier by the day as more refuse is being dumped on this heap of trash just close to where people live. I feel something should be done about this because not only is it ugly, it's also not healthy.",http://rrci.rarare.com/photos/2692.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY5Mi4xLm1vYmlsZS5qcGVn,3.489461,6.423014,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
224,2691,NGLAG112610,The true essence of education can not be overemphasized and its a good thing that priority has been placed on the provision of conducive classrooms for pupils who need knowledge being embedded in them. This will help the students learn better too.,http://rrci.rarare.com/photos/2691.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY5MS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,rave,customer service,,,,TRUE
225,2690,NGLAG454050,This image shows the current unattractive state of Gaa-Akanbi are of the Ilorin Metropolis and no one is even talking about it. There are fears it will get worse than this and there's no doubting that. It isn't cool at all.,http://rrci.rarare.com/photos/2690.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY5MC4xLm1vYmlsZS5qcGVn,3.489461,6.423014,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
226,2689,NGLAG156886,"Kwara State University (KWASU) have finished fixing the road en route the main gate to the campus and has now aided smooth transportation, fluid movement and less traffic as well. It's also now looking beautiful as well.",http://rrci.rarare.com/photos/2689.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4OS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,rave,customer service,,,,TRUE
227,2688,NGLAG464918,"the picture is Agodi garden road in Ibadan, it was just completed by the government, on the road are working street lights and other road signs. The only addition needed is the installation of traffic light at this junction. The road gives smooth rides to its users.",http://rrci.rarare.com/photos/2688.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4OC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,rave,customer service,,,,TRUE
228,2687,NGLAG792732,"The building in this picture is one of the blocks of classrooms of Aponmode High School at Moniya in Ibadan, the ongoing building construction has been abandoned due to transition in government. The government and other concerned authorities are hereby called on to continue the good work.",http://rrci.rarare.com/photos/2687.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4Ny4xLm1vYmlsZS5qcGVn,3.490759,6.430448,building construction,obstruction of public road,potholes - safety hazard,irregular construction,illegal road block,TRUE
229,2686,NGLAG372784,"In this picture is an ongoing road construction on Apete - Jeje route in Ibadan. The job is gradually going to completion, though it's hindering the thorough fare of vehicles no one is complaining because when finally done it will be useful to all.",http://rrci.rarare.com/photos/2686.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4Ni4xLm1vYmlsZS5qcGVn,3.489461,6.423014,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
230,2685,NGLAG943195,In the picture is Dugbe road at Iyaganku axis in Ibadan. The road is presently undergoing a rehabilitation process by the state government of Oyo. In due time it will be completed and commuters will be able to utilize the road with ease.,http://rrci.rarare.com/photos/2685.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4NS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
231,2684,NGOYO494945,In this picture is an ongoing construction of a newly built road on Moniya - Iseyin route in Oyo state. Here in the picture is a drainage that is being constructed which will allow the passage of water when fully completed.,http://rrci.rarare.com/photos/2684.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4NC4xLm1vYmlsZS5qcGVn,3.915185,7.524926,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
232,2683,NGLAG632387,In the picture is Orisunbare market road at Ajibade in Ibadan. The road is used by hawkers in the evening and they leave it uncleaned always. The government is hereby called upon to make necessary arrangements in tiding up the place always.,http://rrci.rarare.com/photos/2683.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4My4xLm1vYmlsZS5qcGVn,3.489395,6.42494,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
233,2682,NGOYO796828,"In the picture is a drainage at Apete - Awotan community in Ibadan with stagnant water, the stagnant water must have been there for long because the colour is worrisome and it also stinks. This stagnant water can cause a lot of diseases if not removed on time. The government is hereby called on to help clear the drainage on time.",http://rrci.rarare.com/photos/2682.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4Mi4xLm1vYmlsZS5qcGVn,3.94704,7.377536,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
234,2681,NGLAG974023,"This is the picture of Bashorun road junction in Ibadan. The junction of the road is no longer in good shape, it has gotten deconstructed. The government is hereby notified so that the affected part will be patched up.",http://rrci.rarare.com/photos/2681.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4MS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,education,education facilities,poor healthcare facilities,lack of healthcare in my locale,customer service,TRUE
235,2680,NGLAG852362,In the picture is a defective street light on Ajibode - UI road in Ibadan. The street light is an old one and it has gotten damaged completely. The government is hereby called upon to install new street lights on our roads.,http://rrci.rarare.com/photos/2680.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY4MC4xLm1vYmlsZS5qcGVn,3.488621,6.4231,street light,defective traffic light,security issue,electricity,graffiti report,TRUE
236,2679,NGOYO682487,In the picture is a drainage filled with stagnant water on Apete - Arola road in Ibadan. The stagnancy of the water is caused by debris that have been used to block the drainage from flowing. The government is hereby called upon to rescue the people of this community from flood and diseases outbreak when rain starts.,http://rrci.rarare.com/photos/2679.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3OS4xLm1vYmlsZS5qcGVn,3.870082,7.461826,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
237,2678,NGLAG264164,"In the picture are electric cables with poles at Labod hotel, Adko in Ibadan. The poles are not enough for the cables therefore, this results into getting the transformer faulty most times due to surge and sparks when the cables come in contact.  The government is hereby called upon to provide more poles and reinstall the cables.",http://rrci.rarare.com/photos/2678.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3OC4xLm1vYmlsZS5qcGVn,3.488621,6.4231,electricity,poor mobile network service,defective transformer,street light,security issue,TRUE
238,2677,NGLAG536333,"In the picture is the transformer that serves Ayegun community at Apete in Ibadan, the transformer has gotten faulty for long and this has made the community to be in darkness. All agencies involved in distributing electricity in Ibadan are hereby alerted of this ordeal and needed to make a change as soon as possible.",http://rrci.rarare.com/photos/2677.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3Ny4xLm1vYmlsZS5qcGVn,3.488621,6.4231,defective transformer,electricity,street light,defective traffic light,poor mobile network service,TRUE
239,2676,NGOYO752831,"In the picture is Ajibode junction in Ibadan, wastes are thrown on the road by both commuters and passersby, the hawkers in the vicinity too do not help the situation at all. We call on the government to  setup up her game in ensuring neatness of our roads and also to curb the people littering the roads.",http://rrci.rarare.com/photos/2676.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3Ni4xLm1vYmlsZS5qcGVn,3.911199,7.465305,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
240,2675,NGLAG847724,"In the picture is a drainage along Ajibode - Ido road in Ibadan, the drainage in this picture has enough dirty elements in it that can cause diseases outbreak. Residential houses are close to this drainage therefore, something has to be done on time so as to keep the community from sickness. We call on the environmental sanitation agency to do a thorough job in sanitising the community.",http://rrci.rarare.com/photos/2675.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3NS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
241,2674,NGLAG366731,"Here is how the people of Apete - Ayegun community in Ibadan treat the newly constructed road with drainage for them, all sort of wastes are always thrown in the drainage so that they will be washed off by water. If nothing is done on time the drainage will get filled up to the point whereby water will not be able to have the path to go through. Thw government is hereby called on to take drastic steps in curbing the people from continuing such act.",http://rrci.rarare.com/photos/2674.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3NC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
242,2673,NGLAG476921,"In the picture is Apete - Akodu road in Ibadan, the tarred road got constructed in few years ago, a side of the road has started demolishing. The local government authority of the community is called on to get the road repaired before it gets damaged fully. It's the only road that connects so many community to Apete main road.",http://rrci.rarare.com/photos/2673.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3My4xLm1vYmlsZS5qcGVn,3.488621,6.4231,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
243,2672,NGLAG101882,In the picture is Arigidi Street at Old Bodija in Ibadan. The road that leads to the street is getting deteriorated every day. The government is hereby called on to make necessary amendment of the tarred road so that it will not completely get damaged.,http://rrci.rarare.com/photos/2672.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3Mi4xLm1vYmlsZS5qcGVn,3.489395,6.42494,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
244,2671,NGLAG909847,In the picture is a block of classrooms of Ayegun Grammar School at Ayegun in Ibadan. The location of the community is remote and this has made it to be forgotten by the government for long. The blocks in the school need to be rehabilitated so as to make the school an enabling learning environment. The government is hereby informed of the issues the school has and something should be done on time.,http://rrci.rarare.com/photos/2671.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3MS4xLm1vYmlsZS5qcGVn,3.489461,6.423014,education facilities,education,poor healthcare facilities,lack of healthcare in my locale,customer service,TRUE
245,2670,NGOYO232256,"In the picture is one of the classrooms of Ayegun Grammar School at Ayegun in Ibadan, the classroom does not befit learning anymore, no facilities to teach the students. The government is hereby called upon to see to providing necessary equipments for learning in the school.",http://rrci.rarare.com/photos/2670.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY3MC4xLm1vYmlsZS5qcGVn,3.850685,7.331321,education,education facilities,poor healthcare facilities,lack of healthcare in my locale,customer service,TRUE
246,2669,NGLAG778032,"In the picture are two electric poles erected, on them are installed more than enough electric cables. More poles are needed in this place so as to distribute the cables accordingly. The government is hereby called upon to sort the problem out so as to avoid electric surge.",http://rrci.rarare.com/photos/2669.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2OS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,electricity,poor mobile network service,defective transformer,street light,security issue,TRUE
247,2668,NGOYO245114,"In the picture is the road that passes through Oke-Oole street at Mokola in Ibadan. This road and all it's part has gotten deteriorated so much, the drainage on the left hand has broken off at a point, water can not run through the drainage anymore when it rains. The tarred road is no longer serving its purpose there are shallow pits everywhere. The government is hereby called upon to rehabilitate the road for proper passge of vehicles.",http://rrci.rarare.com/photos/2668.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2OC4xLm1vYmlsZS5qcGVn,3.889435,7.405651,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
248,2667,NGOYO147582,"in the picture is a place at Oke-Oole in Ibadan, the wastes collected are always dumped here, sometimes they are burnt or blown away by wind. The government is hereby called on to make necessary arrangement for proper disposition of refuse. ",http://rrci.rarare.com/photos/2667.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2Ny4xLm1vYmlsZS5qcGVn,3.889434,7.405651,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
249,2666,NGLAG171265,"Here in this picture is the front of Old first bank building at Mokola in Ibadan and this is also the road that goes to Gate Dandaru junction in Ibadan. The  environment is dirty, and there is also a stagnant water by the side of the road, this make the road dirtier. The government and other concerned agencies are hereby called upon to effect see to the cleanliness and tidiness of the road.",http://rrci.rarare.com/photos/2666.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2Ni4xLm1vYmlsZS5qcGVn,3.489395,6.42494,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
250,2665,NGOYO936843,"in the picture is a drainage at Oke Oole in Ibadan where rubbish are been disposed, the waste decay and start to smell soon. The sanitation agency is thereby called on to help remove the waste and dispose properly.",http://rrci.rarare.com/photos/2665.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2NS4xLm1vYmlsZS5qcGVn,3.889435,7.405651,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
251,2664,NGLAG681810,"Here is a drainage very close to a residential building at Oke-Oole, Mokola in Ibadan, the gutter is very dirty and it is thereby stinking, the drainage is breeding enough mosquitoes that can transmit malaria into the inhabitants of the community. The agency that sees to the cleaning of our environment is hereby urged to pay the area a visit so as to sanction the users of such drainage.",http://rrci.rarare.com/photos/2664.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2NC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
252,2663,NGLAG248142,"In the picture is a drainage at Oke-Oole axis in Ibadan. The drainage is kept dirty all the time, sanitation agency needs to get it cleared before it starts breeding germs and parasites that will harm human. The government is hereby called on to take necessary measures in ensuring sanity in the area.",http://rrci.rarare.com/photos/2663.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2My4xLm1vYmlsZS5qcGVn,3.489395,6.42494,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
253,2662,NGLAG929921,In the picture is a drainage at Oke-Oole in Ibadan. The drainage has been stocked with wastes to the point whereby water can not go through the drainage anymore. The gutter needs to get cleared for water passage. The government is hereby called upon to help clear and maintain the drainage.,http://rrci.rarare.com/photos/2662.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2Mi4xLm1vYmlsZS5qcGVn,3.489395,6.42494,flooding,,,,,TRUE
254,2661,NGLAG677837,"Here is a picture of an abandoned car on Oke - Oole road at Mokola in Ibadan. The vehicle has been packed for long, it's presence on the spot makes the road more narrow. The government is called on to tow away the vehicle for the road to be wide enough.",http://rrci.rarare.com/photos/2661.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2MS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,abandoned car,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
255,2660,NGOYO397895,"In the picture is the road that leads to Oke-Odo street at Mokola in Ibadan. The road is getting disintegrated gradually, some tarred parts have peeled off. The government is hereby called on to help rehabilitate the road so as to save the people of the area from dust.",http://rrci.rarare.com/photos/2660.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY2MC4xLm1vYmlsZS5qcGVn,3.88983,7.405426,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
256,2659,NGLAG204432,"Here in the picture is the untidy, rough and unusable toilets of All Sacred School at Mokola in Ibadan. Users of the toilets can contract germs by mere using the unkempt toilets. Education trust fund and other concerned agencies are called on to help rehabilitate the school.",http://rrci.rarare.com/photos/2659.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1OS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,risk of disease outbreak,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",rubbish on the street,TRUE
257,2658,NGOYO379384,In the picture is a pothole that connects Mokola to Oje in Ibadan. On the road is a pothole at the centre. The pothole needs to be patched as soon as possible so that the road will not get worse. The government is called upon to do the necessary amendments.,http://rrci.rarare.com/photos/2658.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1OC4xLm1vYmlsZS5qcGVn,3.906101,7.388582,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
258,2657,NGOYO576722,"Here is a block of classrooms of a school known as All Sacred School at Oke-Oole, Mokola in Ibadan, the state of the school calls for the attention of the government to rehabilitate it. The government is hereby called upon to check the school out and correct all errors it has.",http://rrci.rarare.com/photos/2657.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1Ny4xLm1vYmlsZS5qcGVn,3.889435,7.405651,education facilities,education,poor healthcare facilities,lack of healthcare in my locale,customer service,TRUE
259,2656,NGLAG412863,In the picture is a defective roadwork on Agbowo road in Ibadan. The side of the road has quite gotten destroyed. If care is not taken on time it will deconstruct the whole tarred road. The government is hereby called upon to amend the demolished part.,http://rrci.rarare.com/photos/2656.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1Ni4xLm1vYmlsZS5qcGVn,3.489395,6.42494,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
260,2655,NGLAG424848,In the picture  is the junction that leads to Gate from Mokola in Ibadan. This area is a public zone that requires neatness all times. The government is hereby notified of the nuisance constituted by the people doing business in the area.,http://rrci.rarare.com/photos/2655.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1NS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
261,2654,NGLAG137080,"In the picture is a drainage filled with Stagnant water in front of Christ Apostolic Church, Sango in Ibadan. The water can not flow because the drainages has been blocked by sand and refuse on both ends. The government is thereby called unto to rectify the issue.",http://rrci.rarare.com/photos/2654.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1NC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
262,2653,NGLAG769915,"Here is a poor way to manage waste, this act is practised by the people who lives around Omitowoju at Mokola in Ibadan. Wastes are dumped in water ways that are open to the public. They do not even burn wastes nor dispose them properly. We call on the government to intervene and solve the problems constituted by the people of this area.",http://rrci.rarare.com/photos/2653.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1My4xLm1vYmlsZS5qcGVn,3.489395,6.42494,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
263,2652,NGLAG454730,"In the picture is a massive pothole on Mokola - Veterinary road in Ibadan, the pothole is gradually turning to a massive deconstruction on the road, vehicles need to apply great caution when moving on the affected part. The government is called on to patch this area so that commuters will move freely on the road.",http://rrci.rarare.com/photos/2652.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1Mi4xLm1vYmlsZS5qcGVn,3.291573,6.60036,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
264,2651,NGLAG626294,"In the picture is an ongoing irregular construction at Omitowoju in Ibadan. The building in this picture has a column at an angle, the column is not a standard one, no reinforcement in it, instead a log of wood is used to support it. Another log of wood is places horizontally to support the wall from collapsing. The agencies that deal with building construction are called on to pay a visit to the site and correct the error being put in place.",http://rrci.rarare.com/photos/2651.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1MS4xLm1vYmlsZS5qcGVn,3.489395,6.42494,irregular construction,,,,,TRUE
265,2650,NGLAG128842,"In the picture is a gutter within the neighborhood of Awosika community in Ibadan. The drainage is not always cleaned on time therefore, it breeds germs and other parasites that affect humans. The government is hereby called upon to inform the people about the harms this can cause and sanction the area involved.",http://rrci.rarare.com/photos/2650.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY1MC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
266,2649,NGOYO238817,In the picture is an abandoned vehicle along Omitowoju road in Ibadan. Many vehicles have been abandoned on this street and they give the area an ugly look such as a junk yard. The government's attention is needed in this area to make it more habitable for the inhabitants.,http://rrci.rarare.com/photos/2649.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0OS4xLm1vYmlsZS5qcGVn,3.890603,7.394985,abandoned car,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
267,2648,NGLAG926640,In the picture is Bashorun road from Bodija in Ibadan. The edge of the road has been destroyed and because maintenance was not done on time erosion is helping to sweep away the tarred part of the road. The government is called upon to carry out necessary maintenance measure on the road,http://rrci.rarare.com/photos/2648.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0OC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
268,2647,NGLAG668440,In the picture is a car and a truck that has been abandoned on Awoyaya bridge in Ibadan. The abandoned vehicles do not give enough room for moving vehicles to go through easily. The government is hereby called upon to act fast in towing away the vehicles so that the bridge will serve its purpose.,http://rrci.rarare.com/photos/2647.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0Ny4xLm1vYmlsZS5qcGVn,3.489395,6.42494,abandoned car,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
269,2646,NGLAG201621,"In the picture are Ahoyaya bridge and Ahoyaya river, drainage in this picture is a wide and deep one but it has gotten filled with wastes dumped into it by people of the community and environs. If the drainage is not cleared on time or before rain starts their would be flood in the rainy season. The government is needed to carry out all measures in making the environment free from unforeseen flooding.",http://rrci.rarare.com/photos/2646.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0Ni4xLm1vYmlsZS5qcGVn,3.489395,6.42494,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
270,2645,NGOYO816043,"In the picture is Omitowoju wide and deep drainage in Ibadan, the drainage is no longer serving its purpose, the drainage has been blocked with wastes and therefore, water cannot flow as supposed. The water in this drainage now breeds wide reptiles that harm passersby. The government is called upon to clear the drainage once again.",http://rrci.rarare.com/photos/2645.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0NS4xLm1vYmlsZS5qcGVn,3.890603,7.394985,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
271,2644,NGLAG581176,"In this picture is a drainage at Aerodrome in Ibadan. The drainage has been left unpacked for long, sand an other forms of debris are now filling it up, whenever rain falls, it will get filled up with water and this will lead to flooding on the road. The government is hereby called upon to help pack all drainages in the area.",http://rrci.rarare.com/photos/2644.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0NC4xLm1vYmlsZS5qcGVn,3.489395,6.42494,waste management,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
272,2643,NGLAG879427,"In the picture is a wide and deep drainage constructed for Ogunpa river to pass through in Ibadan, this area is known as Omitowoju in Ibadan. Unfortunately, inhabitants around this area have turned the wide drainage to dumping site. All sort of refuse and wastes can be found in this drainage. We are calling on the government to do a thorough rescue operation in the area so that flood will not occur when rain starts because water can no longer flow in the drainage.",http://rrci.rarare.com/photos/2643.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0My4xLm1vYmlsZS5qcGVn,3.489395,6.42494,open sewage pits,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
273,2642,NGLAG932824,"In this picture is a large defection on Mokola tarred road in Ibadan. This defect can cause the other tarred areas to peel off, it is even getting out of hand. The government is hereby beaconed at to patch the damaged part for safety on our road.",http://rrci.rarare.com/photos/2642.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0Mi4xLm1vYmlsZS5qcGVn,3.489395,6.42494,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
274,2641,NGOYO707292,"In the picture is a drainage at Iyana Church in Ibadan that has a kind of chemical flowing in it. The chemical thrown into this drainage is injurious to human and animals, it even emits a choking odour. The government is hereby called on to caution the people disposing dangerous chemicals anyhow.",http://rrci.rarare.com/photos/2641.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjY0MS4xLm1vYmlsZS5qcGVn,3.975997,7.42512,"pollution - streams, rivers, lakes",,,,,TRUE
